NOME_PRODUTO;CATEGORIA_REGULATORIA;CLASSE_TERAPEUTICA;PRINCIPIO_ATIVO;EMPRESA_DETENTORA_REGISTRO
IOMERON;Novo;CONTRASTES RADIOLOGICOS;IOMEPROL;BRACCO IMAGING DO BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMEN
IOPAMIRON;Novo;CONTRASTES RADIOLOGICOS;IOPAMIDOL;BRACCO IMAGING DO BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMEN
MAGNEVISTAN;Novo;CONTRASTES RADIOLOGICOS;GADOPENTETATO DE DIMEGLUMINA;BAYER S.A.
OMNIPAQUE;Novo;CONTRASTES RADIOLOGICOS;IOEXOL;GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS M
OMNISCAN;Novo;CONTRASTES RADIOLOGICOS;GADODIAMIDA;GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS M
PRIMOVIST;Novo;CONTRASTES RADIOLOGICOS;gadoxetato dissódico;BAYER S.A.
PROHANCE;Novo;CONTRASTES RADIOLOGICOS;GADOTERIDOL;BRACCO IMAGING DO BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMEN
SONOVUE;Novo;CONTRASTES RADIOLOGICOS;hexafluoreto de enxofre;BRACCO IMAGING DO BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMEN
ULTRAVIST;Novo;CONTRASTES RADIOLOGICOS;IOPROMIDA;BAYER S.A.
VISIPAQUE;Novo;CONTRASTES RADIOLOGICOS;IODIXANOL;GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS M
CLOB-X;Novo;CORTICOSTEROIDES TOPICOS;PROPIONATO DE CLOBETASOL;GALDERMA BRASIL LTDA
PLURAIR;Novo;CORTICOSTEROIDES TOPICOS;PROPIONATO DE FLUTICASONA;LIBBS FARMACÊUTICA LTDA
MALVATRICIN;Novo;DEMULCENTES E OUTROS MEDS. USO ORAL P/ TRATAM. OROFARINGE;MENTOL, MENTOL CRISTAL, TIROTRICINA, QUINOSOL, BENZOCAÍNA, CLORIDRATO DE LIDOCAINA, EXTRATO DA FOLHA DE MALVA MOSCHATA, EXTRATO DE MALVA SYLVESTRIS (MALVA), FLUORETO DE SÓDIO, ACIDO LáCTICO, SACARINA SÓDICA, ALCOOL ETÍLICO;MEGALABS FARMACEUTICA S.A.
MALVONA;Novo;DEMULCENTES E OUTROS MEDS. USO ORAL P/ TRATAM. OROFARINGE;BENZOCAÍNA, BORATO DE SÓDIO, CLORETO DE CETILPIRIDÍNIO;MEGALABS FARMACEUTICA S.A.
LATUDA®;Novo;DERIVADOS DO INDOL;cloridrato de lurasidona;DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA
ALLEGRA D;Novo;DESCONGESTIONANTES NASAIS SISTEMICOS;CLORIDRATO DE FEXOFENADINA, CLORIDRATO DE PSEUDOEFEDRINA;OPELLA HEALTHCARE BRAZIL LTDA
ATURGYL;Novo;DESCONGESTIONANTES NASAIS TOPICOS;CLORIDRATO DE OXIMETAZOLINA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
DYMISTA;Novo;DESCONGESTIONANTES NASAIS TOPICOS;PROPIONATO DE FLUTICASONA, CLORIDRATO DE AZELASTINA;VIATRIS FARMACEUTICA DO BRASIL LTDA
NARIDRIN;Novo;DESCONGESTIONANTES NASAIS TOPICOS;CLORIDRATO DE NAFAZOLINA, MALEATO DE MEPIRAMINA, DEXPANTENOL;EMS S/A
OTRIVINA;Novo;DESCONGESTIONANTES NASAIS TOPICOS;CLORIDRATO DE XILOMETAZOLINA;PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE ME
CLARIL;Novo;DESCONGESTIONATES OFTALMICOS;CLORIDRATO DE NAFAZOLINA, MALEATO DE FENIRAMINA;NOVARTIS BIOCIENCIAS S.A
CLAROFT;Novo;DESCONGESTIONATES OFTALMICOS;CLORIDRATO DE NAFAZOLINA;NOVARTIS BIOCIENCIAS S.A
COLÍRIO MOURA BRASIL;Novo;DESCONGESTIONATES OFTALMICOS;CLORIDRATO DE NAFAZOLINA, SULFATO DE ZINCO HEPTAIDRATADO;OPELLA HEALTHCARE BRAZIL LTDA
ALDACTONE;Novo;DIURETICOS;ESPIRONOLACTONA;PFIZER BRASIL LTDA
CLORANA;Novo;DIURETICOS;HIDROCLOROTIAZIDA;SANOFI MEDLEY FARMACÊUTICA LTDA.
HIDRION;Novo;DIURETICOS;FUROSEMIDA, CLORETO DE POTÁSSIO;LABORATÓRIO GROSS S. A.
CONCOR HCT;Novo;DIURETICOS ASSOCIADOS A BETABLOQUEADORES;BISOPROLOL, HIDROCLOROTIAZIDA;MERCK S/A
DIAMOX;Novo;DIURETICOS SIMPLES;ACETAZOLAMIDA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
LASIX;Novo;DIURETICOS SIMPLES;FUROSEMIDA;SANOFI MEDLEY FARMACÊUTICA LTDA.
NATRILIX;Novo;DIURETICOS SIMPLES;INDAPAMIDA;LABORATÓRIOS SERVIER DO BRASIL LTDA
DERMODEX;Novo;EMOLIENTES E PROTETORES DA PELE E MUCOSAS;NISTATINA, ÓXIDO DE ZINCO;TAKEDA PHARMA LTDA.
NUTRAPLUS;Novo;EMOLIENTES E PROTETORES DA PELE E MUCOSAS;URÉIA;GALDERMA BRASIL LTDA
UREADIN;Novo;EMOLIENTES E PROTETORES DA PELE E MUCOSAS;URÉIA;SANOFI MEDLEY FARMACÊUTICA LTDA.
LIPOSIC;Novo;EMOLIENTES E PROTETORES OFTALMICOS;CARBOMERO, SORBITOL;BL INDÚSTRIA OTICA LTDA
ETHAMOLIN;Novo;ESCLEROSANTES E COAGULANTES;oleato de monoetanolamina;FARMOQUÍMICA S/A
APEVITIN BC;Novo;ESTIMULANTES DO APETITE;CLORIDRATO DE CIPROEPTADINA, CLORIDRATO DE TIAMINA, RIBOFLAVINA-5-FOSFATO DE SÓDIO, CLORIDRATO DE PIRIDOXINA, NICOTINAMIDA, ÁCIDO ASCÓRBICO;EMS S/A
BUCLINA;Novo;ESTIMULANTES DO APETITE;DICLORIDRATO DE BUCLIZINA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
COBAVITAL;Novo;ESTIMULANTES DO APETITE;COBAMAMIDA, CLORIDRATO DE CIPROEPTADINA;ABBOTT LABORATÓRIOS DO BRASIL LTDA
PEYONA;Novo;ESTIMULANTES RESPIRATORIOS;CITRATO DE CAFEÍNA;CHIESI FARMACÊUTICA LTDA
ANGELIQ;Novo;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;ESTRADIOL HEMI-HIDRATADO, DROSPIRENONA;BAYER S.A.
CLIMENE;Novo;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;VALERATO DE ESTRADIOL, ACETATO DE CIPROTERONA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
DIANE 35;Novo;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;ACETATO DE CIPROTERONA, ETINILESTRADIOL;BAYER S.A.
ESTALIS;Novo;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;ACETATO DE NORETISTERONA, ESTRADIOL;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
FEMOSTON;Novo;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;ESTRADIOL HEMI-HIDRATADO, DIDROGESTERONA;ABBOTT LABORATÓRIOS DO BRASIL LTDA
NATIFA PRO UBD;Novo;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;ESTRADIOL HEMI-HIDRATADO, ACETATO DE NORETISTERONA;LIBBS FARMACÊUTICA LTDA
PRIMOSISTON;Novo;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;ACETATO DE NORETISTERONA, ETINILESTRADIOL;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
COLPOTROFINE;Novo;ESTROGENOS SIMPLES;PROMESTRIENO;THERAMEX FARMACEUTICA LTDA.
ESTREVA;Novo;ESTROGENOS SIMPLES;ESTRADIOL HEMI-HIDRATADO;THERAMEX FARMACEUTICA LTDA.
OESTROGEL;Novo;ESTROGENOS SIMPLES;ESTRADIOL HEMI-HIDRATADO;BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMEN
PRIMOGYNA®;Novo;ESTROGENOS SIMPLES;VALERATO DE ESTRADIOL MICRONIZADO;BAYER S.A.
VAGIFEM;Novo;ESTROGENOS SIMPLES;ESTRADIOL HEMI-HIDRATADO;BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMEN
DIPATE;Novo;ETILENOIMINAS;TIOTEPA;MAWDSLEYS PHARMACEUTICALS DO BRASIL LTDA
BISOLVON;Novo;EXPECTORANTES;CLORIDRATO DE BROMEXINA;OPELLA HEALTHCARE BRAZIL LTDA
XAROPE VICK;Novo;EXPECTORANTES;GUAIFENESINA;PROCTER & GAMBLE DO BRASIL LTDA.
EACA BALSÂMICO;Novo;EXPECTORANTES BALSAMICOS E MUCOLITICO;ÁCIDO ÉPSILON AMINOCAPRÓICO, BENZOATO DE SÓDIO, CLORETO DE AMÔNIO, GUAIFENESINA;ZYDUS NIKKHO FARMACÊUTICA LTDA
EXPEC;Novo;EXPECTORANTES BALSAMICOS E MUCOLITICO;CLORIDRATO DE OXOMEMAZINA, IODETO DE POTÁSSIO, BENZOATO DE SÓDIO, GUAIFENESINA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
FLUIMUCIL;Novo;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.
MUCOSOLVAN;Novo;EXPECTORANTES BALSAMICOS E MUCOLITICO;CLORIDRATO DE AMBROXOL;OPELLA HEALTHCARE BRAZIL LTDA
TRANSPULMIN XAROPE INFANTIL;Novo;EXPECTORANTES BALSAMICOS E MUCOLITICO;GUAIFENESINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
PEN-VE-ORAL;Novo;FENOXIPENICILINAS;FENOXIMETILPENICILINA;EUROFARMA LABORATORIOS S.A.
METALYSE;Novo;FIBRINOLITICOS E PROTEOLITICOS;TENECTEPLASE;BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.
NOVOSEVEN;Novo;FIBRINOLITICOS E PROTEOLITICOS;ALFAEPTACOGUE ATIVADO;NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA
ALBUMINA HUMANA GRIFOLS;Novo;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;ALBUMINA HUMANA;GRIFOLS BRASIL LTDA
CELESTONE;Novo;GLICOCORTICOIDES SISTEMICOS;BETAMETASONA, FOSFATO DISSÓDICO DE BETAMETASONA, BETAMETASONA ÁLCOOL MICRONIZADA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
DEPO-MEDROL;Novo;GLICOCORTICOIDES SISTEMICOS;ACETATO DE METILPREDNISOLONA;PFIZER BRASIL LTDA
DIPROSPAN;Novo;GLICOCORTICOIDES SISTEMICOS;DIPROPIONATO DE BETAMETASONA, FOSFATO DISSÓDICO DE BETAMETASONA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
DUO-DECADRON;Novo;GLICOCORTICOIDES SISTEMICOS;ACETATO DE DEXAMETASONA, FOSFATO DISSÓDICO DE DEXAMETASONA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
METICORTEN;Novo;GLICOCORTICOIDES SISTEMICOS;PREDNISONA;ORGANON FARMACÊUTICA LTDA.
NASACORT;Novo;GLICOCORTICOIDES SISTEMICOS;ACETONIDA DE TRIANCINOLONA;OPELLA HEALTHCARE BRAZIL LTDA
PREDSIM;Novo;GLICOCORTICOIDES SISTEMICOS;FOSFATO SÓDICO DE PREDNISOLONA, PREDNISOLONA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
PREDSIM;Novo;GLICOCORTICOIDES SISTEMICOS;PREDNISOLONA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
PREDSIM ODT;Novo;GLICOCORTICOIDES SISTEMICOS;FOSFATO SÓDICO DE PREDNISOLONA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
CELESTONE SOLUSPAN;Novo;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;ACETATO DE BETAMETASONA, FOSFATO DISSÓDICO DE BETAMETASONA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
ADINOS;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;DESONIDA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
ADVANTAN;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;ACEPONATO DE METILPREDNISOLONA;LEO PHARMA LTDA
AVAMYS;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;FUROATO DE FLUTICASONA;GLAXOSMITHKLINE BRASIL LTDA
BECLOSOL;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;DIPROPIONATO DE BECLOMETASONA;GLAXOSMITHKLINE BRASIL LTDA
BETNOVATE;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;VALERATO DE BETAMETASONA;GLAXOSMITHKLINE BRASIL LTDA
BUSONID;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;BUDESONIDA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
DIPROSALIC;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;DIPROPIONATO DE BETAMETASONA, ÁCIDO SALICÍLICO;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
DIPROSONE;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;DIPROPIONATO DE BETAMETASONA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
DRENISON;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;FLUDROXICORTIDA;BIOLAB SANUS FARMACÊUTICA LTDA
ENTOCORT;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;BUDESONIDA MICRONIZADA;BIOLAB SANUS FARMACÊUTICA LTDA
FLIXONASE;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;PROPIONATO DE FLUTICASONA;PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE ME
FLIXOTIDE;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;PROPIONATO DE FLUTICASONA;GLAXOSMITHKLINE BRASIL LTDA
FLUTICAPS;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;PROPIONATO DE FLUTICASONA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
HALOBEX;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;PROPIONATO DE haLOBETAsOL;GLENMARK FARMACÊUTICA LTDA
OMCILON A;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;TRIANCINOLONA ACETONIDA;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA
PSOREX;Novo;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;PROPIONATO DE CLOBETASOL;GLAXOSMITHKLINE BRASIL LTDA
MAXIDEX;Novo;GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES;DEXAMETASONA;NOVARTIS BIOCIENCIAS S.A
PRED;Novo;GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES;ACETATO DE PREDNISOLONA;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
ADINOS GEN;Novo;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;DESONIDA, SULFATO DE GENTAMICINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
BAYCUTEN N;Novo;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;CLOTRIMAZOL, ACETATO DE DEXAMETASONA;BAYER S.A.
BETNOVATE N;Novo;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;BETAMETASONA, SULFATO DE NEOMICINA;GLAXOSMITHKLINE BRASIL LTDA
DAIVOBET;Novo;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;calcipotriol monoidratado, DIPROPIONATO DE BETAMETASONA;LEO PHARMA LTDA
DIPROGENTA;Novo;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;DIPROPIONATO DE BETAMETASONA, SULFATO DE GENTAMICINA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
NOVACORT;Novo;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;CETOCONAZOL, DIPROPIONATO DE BETAMETASONA, SULFATO DE NEOMICINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
OTO BETNOVATE;Novo;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;VALERATO DE BETAMETASONA, CLORIDRATO DE TETRACAÍNA, CLORFENESINA;FARMOQUÍMICA S/A
POSTEC;Novo;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;HIALURONIDASE, VALERATO DE BETAMETASONA;APSEN FARMACEUTICA S/A
QUADRIDERM;Novo;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;VALERATO DE BETAMETASONA, SULFATO DE GENTAMICINA, TOLNAFTATO, CLIOQUINOL;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
TOBRADEX;Novo;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;TOBRAMICINA, DEXAMETASONA;NOVARTIS BIOCIENCIAS S.A
DEX BOLSA;Novo;HIPNOTICOS;CLORIDRATO DE DEXMEDETOMIDINA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
DORMONID;Novo;HIPNOTICOS;MALEATO DE MIDAZOLAM, MIDAZOLAM;FARMOQUÍMICA S/A
HYPNOMIDATE;Novo;HIPNOTICOS;ETOMIDATO;ANTIBIÓTICOS DO BRASIL LTDA
IMOVANE;Novo;HIPNOTICOS;ZOPICLONA;SANOFI MEDLEY FARMACÊUTICA LTDA.
LUNE FLASH;Novo;HIPNOTICOS;HEMITARTARATO DE ZOLPIDEM;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
NUIT FLASH;Novo;HIPNOTICOS;HEMITARTARATO DE ZOLPIDEM;BIOLAB SANUS FARMACÊUTICA LTDA
PATZ SL;Novo;HIPNOTICOS;HEMITARTARATO DE ZOLPIDEM;EMS SIGMA PHARMA LTDA
PRECEDEX;Novo;HIPNOTICOS;CLORIDRATO DE DEXMEDETOMIDINA;PFIZER BRASIL LTDA
PRONTOMID;Novo;HIPNOTICOS;MIDAZOLAM;LABORATORIOS B. BRAUN S/A
PRYSMA;Novo;HIPNOTICOS;ESZOPICLONA;EUROFARMA LABORATORIOS S.A.
ROHYDORM;Novo;HIPNOTICOS;FLUNITRAZEPAM;EMS SIGMA PHARMA LTDA
ROHYPNOL;Novo;HIPNOTICOS;FLUNITRAZEPAM;FARMOQUÍMICA S/A
STILNOX;Novo;HIPNOTICOS;HEMITARTARATO DE ZOLPIDEM;SANOFI MEDLEY FARMACÊUTICA LTDA.
ZOLFEST SPRAY;Novo;HIPNOTICOS;HEMITARTARATO DE ZOLPIDEM;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
BYFAVO;Novo;HIPNÓTICOS E SEDATIVOS;BESILATO DE REMIMAZOLAM;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
DAYVIGO;Novo;HIPNÓTICOS E SEDATIVOS;LEMBOREXANTE;EISAI LABORATÓRIOS LTDA
PATZ GTS;Novo;HIPNÓTICOS E SEDATIVOS;HEMITARTARATO DE ZOLPIDEM;EMS SIGMA PHARMA LTDA
ROZEREM;Novo;HIPNÓTICOS E SEDATIVOS;ramelteona;TAKEDA PHARMA LTDA.
JANUVIA;Novo;HIPOGLICEMIANTE ORAL;FOSFATO DE SITAGLIPTINA MONOIDRATADO;MERCK SHARP & DOHME FARMACEUTICA LTDA.
SITAREDDYS;Novo;HIPOGLICEMIANTE ORAL;CLORIDRATO DE SITAGLIPTINA MONOIDRATADO;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA
SOMATULINE AUTOGEL;Novo;HORMONIO HIPOTALAMICO-ANALOGO DA SOMATOSTATINA;ACETATO DE LANREOTIDA;BEAUFOUR IPSEN FARMACÊUTICA LTDA
FLUTIVATE;Novo;HORMONIOS CORTICOSTEROIDES;PROPIONATO DE FLUTICASONA;GLAXOSMITHKLINE BRASIL LTDA
CETROTIDE;Novo;HORMONIOS DA HIPOFISE;acetato de cetrorrelix;MERCK S/A
ENCRISE;Novo;HORMONIOS DA HIPOFISE;VASOPRESSINA SINTETICA;BIOLAB SANUS FARMACÊUTICA LTDA
SYSTEN;Novo;HORMONIOS DE USO TOPICO GINECOLOGICO;ESTRADIOL, ESTRADIOL HEMI-HIDRATADO;THERAMEX FARMACEUTICA LTDA.
ANDROGEL;Novo;HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS;TESTOSTERONA;BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMEN
CICLOPRIMOGYNA;Novo;HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS;VALERATO DE ESTRADIOL, LEVONORGESTREL;BAYER S.A.
LENZETTO;Novo;HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS;ESTRADIOL HEMI-HIDRATADO;GEDEON RICHTER DO BRASIL IMPORTADORA, EXPORTADORA E DISTRIBUIDO
EUTHYROX;Novo;HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI;LEVOTIROXINA SÓDICA;MERCK S/A
LEVOID;Novo;HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI;LEVOTIROXINA SÓDICA, MANITOL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
PURAN T4;Novo;HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI;LEVOTIROXINA SÓDICA;SANOFI MEDLEY FARMACÊUTICA LTDA.
SYNTHROID;Novo;HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI;LEVOTIROXINA SÓDICA;ABBOTT LABORATÓRIOS DO BRASIL LTDA
PENTAGLOBIN;Novo;IMUNOGLOBULINAS;IMUNOGLOBULINA HUMANA ;GRIFOLS BRASIL LTDA
SIMULECT;Novo;IMUNOGLOBULINAS;BASILIXIMAB, basiliximabe;NOVARTIS BIOCIENCIAS S.A
ALFAINTERFERONA 2B (RECOMBINANTE);Novo;IMUNOMODULADOR;ALFAINTERFERONA 2B;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
AUBAGIO;Novo;IMUNOMODULADOR;teriflunomida;SANOFI MEDLEY FARMACÊUTICA LTDA.
BRONCHO-VAXOM;Novo;IMUNOMODULADOR;LISADO BACTERIANO;CHIESI FARMACÊUTICA LTDA
COPAXONE;Novo;IMUNOMODULADOR;ACETATO DE GLATIRÂMER;TEVA FARMACÊUTICA LTDA.
PROTOPIC;Novo;IMUNOMODULADOR;TACROLIMO;LEO PHARMA LTDA
KIENDRA;Novo;IMUNOSSUPRESSORES SELETIVOS;ÁCIDO FUMÁRICO SIPONIMODE;NOVARTIS BIOCIENCIAS S.A
REZUROCK;Novo;IMUNOSSUPRESSORES SELETIVOS;MESILATO DE BELUMOSUDIL;SANOFI MEDLEY FARMACÊUTICA LTDA.
RINVOQ;Novo;IMUNOSSUPRESSORES SELETIVOS;UPADACITINIBE HEMI-HIDRATADO;ABBVIE FARMACÊUTICA LTDA.
CELLCEPT;Novo;IMUNOSUPRESSOR;micofenolato de mofetila;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.
CIBINQO;Novo;IMUNOSUPRESSOR;ABROCITINIBE;PFIZER BRASIL LTDA
LITFULO;Novo;IMUNOSUPRESSOR;TOSILATO DE RITLECITINIBE;PFIZER BRASIL LTDA
PROGRAF;Novo;IMUNOSUPRESSOR;tacrolimo monoidratado;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS
TAVNEOS;Novo;IMUNOSUPRESSOR;AVACOPANA;CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA
XELJANZ;Novo;IMUNOSUPRESSOR;citrato de tofacitinibe;PFIZER BRASIL LTDA
AVODART;Novo;INIBIDOR DA ALFA-REDUTASE;DUTASTERIDA;GLAXOSMITHKLINE BRASIL LTDA
TRIPLIXAM;Novo;INIBIDORES DA ENZIMA CONVERSORA DA ANGIOTENSINA, ASSOCIAÇÕES;perindopril arginina, INDAPAMIDA, BESILATO DE ANLODIPINO;LABORATÓRIOS SERVIER DO BRASIL LTDA
BRAFTOVI;Novo;INIBIDORES DA PROTEÍNA QUINASE ;ENCORAFENIBE;PFIZER BRASIL LTDA
MEKTOVI;Novo;INIBIDORES DA PROTEÍNA QUINASE ;BINIMETINIBE;PFIZER BRASIL LTDA
RETSEVMO;Novo;INIBIDORES DA PROTEÍNA QUINASE ;SELPERCATINIBE;ELI LILLY DO BRASIL LTDA
VERZENIOS;Novo;INIBIDORES DA PROTEÍNA QUINASE ;ABEMACICLIBE;ELI LILLY DO BRASIL LTDA
SIGNIFOR LP;Novo;INIBIDORES DOS HORMÔNIOS DE CRESCIMENTO;pamoato de pasireotida;RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA
UPELIOR;Novo;INIBIDORES DOS HORMÔNIOS DE CRESCIMENTO;diaspartato de pasireotida;RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA
COMPLEXO SENNA ALMEIDA PRADO Nº 46;Novo;LAXANTES;PICOSSULFATO DE SÓDIO, CÁSSIA SENNA, Polygonum punctatum H.Lév, COMPLEMENTO;MEGALABS FARMACEUTICA S.A.
DULCOLAX;Novo;LAXANTES IRRITANTES OU ESTIMULANTES;BISACODIL;OPELLA HEALTHCARE BRAZIL LTDA
GUTTALAX;Novo;LAXANTES IRRITANTES OU ESTIMULANTES;picossulfato de sódio monoidratado;OPELLA HEALTHCARE BRAZIL LTDA
HUMECTOL D;Novo;LAXANTES IRRITANTES OU ESTIMULANTES;BISACODIL, DOCUSATO SODICO;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
PICOPREP;Novo;LAXANTES IRRITANTES OU ESTIMULANTES;PICOSSULFATO DE SÓDIO, ÓXIDO DE MAGNÉSIO, ÁCIDO CÍTRICO ANIDRO;LABORATÓRIOS FERRING LTDA
KLARICID;Novo;MACROLIDEOS;CLARITROMICINA;ABBOTT LABORATÓRIOS DO BRASIL LTDA
ROVAMICINA;Novo;MACROLIDEOS;ESPIRAMICINA;SANOFI MEDLEY FARMACÊUTICA LTDA.
