NOME_PRODUTO;CATEGORIA_REGULATORIA;CLASSE_TERAPEUTICA;PRINCIPIO_ATIVO;EMPRESA_DETENTORA_REGISTRO
UNTRAL;Específico;OUTRAS PREPARAÇÕES VITAMÍNICAS MONODROGA;BIOTINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
GLICOSE;Específico;OUTRAS SOL P/ REPOS  HIDROELETROLITICA E ALIM  PARENTERAL;GLICOSE;FRESENIUS KABI BRASIL LTDA
RINGER;Específico;OUTRAS SOL P/ REPOS  HIDROELETROLITICA E ALIM  PARENTERAL;CLORETO DE SÓDIO, CLORETO DE CÁLCIO 2H2O, CLORETO DE CÁLCIO DI-HIDRATADO, CLORETO DE POTÁSSIO;FRESENIUS KABI BRASIL LTDA
RINGER COM LACTÁTO DE SÓDIO;Específico;OUTRAS SOL P/ REPOS  HIDROELETROLITICA E ALIM  PARENTERAL;CLORETO DE SÓDIO, CLORETO DE POTÁSSIO, cloreto de cálcio diidratado, LACTATO DE SÓDIO;BASAL INDUSTRIA FARMACEUTICA LTDA
ORALZ;Específico;OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA;glicinato de zinco;BIOLAB SANUS FARMACÊUTICA LTDA
HISOCEL;Específico;OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS;GELATINA, CLORETO DE SÓDIO, CLORETO DE POTÁSSIO, CLORETO DE CÁLCIO, cloreto de cálcio diidratado;FRESENIUS KABI BRASIL LTDA
ACU FRESH;Específico;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;CARMELOSE SÓDICA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A
ADAPTIS GEL;Específico;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;carbômer 940;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
EPITEGEL;Específico;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;DEXPANTENOL;BL INDÚSTRIA OTICA LTDA
EPITHELIZE;Específico;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;DEXPANTENOL;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
HIPERTONIC 5%;Específico;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;CLORETO DE SÓDIO;OPHTHALMOS LTDA
LACRIFILM;Específico;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;CARMELOSE SÓDICA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
LACRILAX;Específico;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;CARMELOSE SÓDICA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
LIRIS;Específico;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;CARMELOSE SÓDICA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
NEO FRESH;Específico;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;CARMELOSE SÓDICA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
TEARFILM;Específico;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;CARMELOSE SÓDICA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A
BAXTER SORBITOL;Específico;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;SORBITOL;BAXTER HOSPITALAR LTDA
CLORETO DE SÓDIO SOLUÇÃO FISIOLÓGICA PARA IRRIGAÇÃO - BAXTER;Específico;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;CLORETO DE SÓDIO;BAXTER HOSPITALAR LTDA
LAQFA - IODETO DE POTÁSSIO;Específico;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;IODETO DE POTÁSSIO;LABORATORIO QUIMICO FARMACEUTICO DA AERONAUTICA
MONESSA;Específico;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;PANTOTENATO DE CÁLCIO, CISTINA, NITRATO DE TIAMINA, LEVEDURA, QUERATINA, ÁCIDO AMINOBENZÓICO;BIOLAB SANUS FARMACÊUTICA LTDA
PANTOGAR;Específico;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;PANTOTENATO DE CÁLCIO, CISTINA, NITRATO DE TIAMINA, LEVEDURA, QUERATINA, ÁCIDO AMINOBENZÓICO;BIOLAB SANUS FARMACÊUTICA LTDA
SELIT;Específico;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;selenito dissódico pentaidratado;OPEM REPRESENTAÇÃO IMPORTADORA EXPORTADORA E DISTRIBUIDORA LTDA
RESIST;Específico;OUTROS PRODUTOS COM ACAO IMUNOPROTETORA;CLORIDRATO DE LISINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
BEBEX ADE;Específico;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;ÓXIDO DE ZINCO, PALMITATO DE RETINOL, COLECALCIFEROL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A
BEPANTRIZ;Específico;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;DEXPANTENOL;CIMED INDUSTRIA S.A
CICATENOL;Específico;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;DEXPANTENOL;EMS S/A
DEPANTEX;Específico;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;DEXPANTENOL;NATIVITA IND. COM. LTDA.
DEXPROTENOL;Específico;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;DEXPANTENOL;PRATI DONADUZZI & CIA LTDA
NEOPANTOL;Específico;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;DEXPANTENOL;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
PANTODEX;Específico;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;DEXPANTENOL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A
PELLETRAT;Específico;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;DEXPANTENOL;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA
PRATIGLÓS;Específico;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;ÓXIDO DE ZINCO, PALMITATO DE RETINOL, COLECALCIFEROL;PRATI DONADUZZI & CIA LTDA
TEUPANTOL;Específico;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;DEXPANTENOL;LABORATÓRIO TEUTO BRASILEIRO S/A
VIT PANTENOL;Específico;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;DEXPANTENOL;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA
ALIVIOL;Específico;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;SALICILATO DE METILA, CÂNFORA, LEVOMENTOL;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
MASSAGEOL;Específico;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;SALICILATO DE METILA, CÂNFORA, LEVOMENTOL;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
RUBIDEX;Específico;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;MENTOL, SALICILATO DE METILA;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA
LICITRO;Específico;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;CITRATO DE POTÁSSIO MONOIDRATADO;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
LITOCIT;Específico;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;CITRATO DE POTÁSSIO MONOIDRATADO;APSEN FARMACEUTICA S/A
EPATIVAN;Específico;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;CITRATO DE COLINA, BETAÍNA, racemetionina;CIMED INDUSTRIA S.A
EPOCLER;Específico;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;CITRATO DE COLINA, BETAÍNA, DL-METIONINA, racemetionina;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
FIGLON;Específico;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;CITRATO DE COLINA, BETAÍNA, racemetionina;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
LUFTAGASTRO DUPLA AÇÃO;Específico;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;ALGINATO DE SÓDIO, CARBONATO DE CÁLCIO, BICARBONATO DE SÓDIO;RECKITT BENCKISER (BRASIL) LTDA
METIOCOLIN COMPLEX;Específico;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;CITRATO DE COLINA, BETAÍNA, racemetionina;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
OMIZE;Específico;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;LEVOMEFOLATO DE CÁLCIO;LIBBS FARMACÊUTICA LTDA
NESH ZINCO;Específico;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO;SULFATO DE ZINCO;NUNESFARMA PRODUTOS FARMACÊUTICOS LTDA
GEROVITAL;Específico;POLIVITAMINICOS COM MINERAIS;RETINOL, VITAMINA A, VITAMINA B1, VITAMINA B2, VITAMINA B6, VITAMINA B12, VITAMINA C, VITAMINA D2, VITAMINA D3, VITAMINA E, BIOTINA, NICOTINAMIDA, ÁCIDO PARA-AMINOBENZÓICO, PANTOTENATO DE CALCIO, RUTINA, FLUORETO DE CÁLCIO, FLUORETO DE SÓDIO, CÁLCIO, SULFATO FERROSO, IODETO DE POTÁSSIO, SULFATO DE MAGNÉSIO, SULFATO DE MANGANÊS, SULFATO DE POTÁSSIO, FÓSFORO, ACETATO DE RACEALFAT;EMS S/A
ORGANONEURO CEREBRAL;Específico;POLIVITAMINICOS COM MINERAIS;NITRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA, ÁCIDO GLUTÂMICO, ÁCIDO GAMAMINOBUTÍRICO;LABORATÓRIO GROSS S. A.
VITERGAN ZINCO;Específico;POLIVITAMINICOS COM MINERAIS;ÁCIDO ASCÓRBICO, ZINCO, ÓXIDO DE ZINCO, COBRE, ÓXIDO CÚPRICO, SELÊNIO, ACETATO DE RACEALFATOCOFEROL, BETACAROTENO;MARJAN INDÚSTRIA E COMÉRCIO LTDA
AD-TIL;Específico;POLIVITAMINICOS SEM MINERAIS;ACETATO DE RETINOL, COLECALCIFEROL;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
AD-VITAM;Específico;POLIVITAMINICOS SEM MINERAIS;ACETATO DE RETINOL, COLECALCIFEROL;NATULAB LABORATORIO S.A
BENEROC;Específico;POLIVITAMINICOS SEM MINERAIS;MONONITRATO DE TIAMINA, RIBOFLAVINA, NICOTINAMIDA, CLORIDRATO DE PIRIDOXINA, PANTOTENATO DE CÁLCIO;BAYER S.A.
CERNE-12;Específico;POLIVITAMINICOS SEM MINERAIS;PALMITATO DE RETINOL, COLECALCIFEROL, DEXTROALFATOCOFEROL, ÁCIDO ASCÓRBICO, COCARBOXILASE, fosfato sódico de riboflavina, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA, ÁCIDO FÓLICO, DEXPANTENOL, NICOTINAMIDA, BIOTINA;BAXTER HOSPITALAR LTDA
COMPLE B;Específico;POLIVITAMINICOS SEM MINERAIS;CLORIDRATO DE TIAMINA, fosfato sódico de riboflavina, CLORIDRATO DE PIRIDOXINA, NICOTINAMIDA;NATULAB LABORATORIO S.A
COMPLEXO B 12;Específico;POLIVITAMINICOS SEM MINERAIS;CLORIDRATO DE TIAMINA, MONONITRATO DE TIAMINA, TIAMINA, RIBOFLAVINA, fosfato sódico de riboflavina, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA, NICOTINAMIDA, PANTOTENATO DE CÁLCIO, PANTOTENATO DE CALCIO, NITRATO DE TIAMINA, CLORIDRATO DE NICOTINAMIDA, CIANOCOBALAMINA 0,1%;EMS S/A
FRUTOVITAM;Específico;POLIVITAMINICOS SEM MINERAIS;PALMITATO DE RETINOL, COLECALCIFEROL, ÁCIDO ASCÓRBICO, CLORIDRATO DE PIRIDOXINA, DEXPANTENOL, ACETATO DE RACEALFATOCOFEROL, NICOTINAMIDA, fosfato sódico de riboflavina;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
HYPLEX B;Específico;POLIVITAMINICOS SEM MINERAIS;CLORIDRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, NICOTINAMIDA, fosfato sódico de riboflavina, DEXPANTENOL;HYPOFARMA
SNIF 3%;Específico;PRODUTO PARA O APARELHO RESPIRATORIO;CLORETO DE SÓDIO;EUROFARMA LABORATORIOS S.A.
BETRAT;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;CIANOCOBALAMINA, CLORIDRATO DE PIRIDOXINA, NITRATO DE TIAMINA;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
CITOBÊ;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;CIANOCOBALAMINA, CLORIDRATO DE PIRIDOXINA, NITRATO DE TIAMINA;EUROFARMA LABORATORIOS S.A.
CITONEURIN;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;CIANOCOBALAMINA, CLORIDRATO DE TIAMINA, NITRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA;PROCTER & GAMBLE DO BRASIL LTDA.
CRONOBE COMPLEX;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;NITRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA;BIOLAB SANUS FARMACÊUTICA LTDA
CRONOBE COMPLEX  IM;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;CLORIDRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA;BIOLAB SANUS FARMACÊUTICA LTDA
LYVABE;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;CIANOCOBALAMINA, CLORIDRATO DE PIRIDOXINA, NITRATO DE TIAMINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
NEO B;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;CIANOCOBALAMINA, CLORIDRATO DE PIRIDOXINA, NITRATO DE TIAMINA;EUROFARMA LABORATORIOS S.A.
NEOPLEXUS;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;NITRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA;KLEY HERTZ FARMACEUTICA S.A
NEVRIX;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;NITRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA;ARESE PHARMA LTDA.
NEVRIX IM;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;CLORIDRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA;ARESE PHARMA LTDA.
NOCIP;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;CIANOCOBALAMINA, CLORIDRATO DE PIRIDOXINA, NITRATO DE TIAMINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
RENOVI B;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;CIANOCOBALAMINA, CLORIDRATO DE PIRIDOXINA, NITRATO DE TIAMINA;SUPERA FARMA LABORATÓRIOS S.A
VITAMINAS B1 + B6 + B12;Específico;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;CIANOCOBALAMINA, CLORIDRATO DE PIRIDOXINA, NITRATO DE TIAMINA;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
HEPA-MERZ;Específico;PRODUTOS NAO ENQUADRADOS EM CLASSES TERAPEUTICAS;ASPARTATO DE ORNITINA;BIOLAB SANUS FARMACÊUTICA LTDA
PURISOLE SM;Específico;PRODUTOS PARA PROCEDIMENTOS ESPECIALIZADOS;SORBITOL, MANITOL;FRESENIUS KABI BRASIL LTDA
SORBITOL + MANITOL;Específico;PRODUTOS PARA PROCEDIMENTOS ESPECIALIZADOS;SORBITOL, MANITOL;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA
BAXTER GLICINA;Específico;PRODUTOS PARA VIAS URINARIAS;GLICINA;BAXTER HOSPITALAR LTDA
GLICINA JP 1,5%;Específico;PRODUTOS PARA VIAS URINARIAS;GLICINA;JP INDUSTRIA FARMACEUTICA S/A
MANITOL 3%;Específico;PRODUTOS PARA VIAS URINARIAS;MANITOL;JP INDUSTRIA FARMACEUTICA S/A
GELOL;Específico;RUBEFACIENTES;SALICILATO DE METILA, CÂNFORA, MENTOL, LEVOMENTOL, BORNEOL, TIMOL;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
GELAFUNDIN;Específico;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS;GELATINA, succinilgelatina;LABORATORIOS B. BRAUN S/A
ISTARHES;Específico;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS;HIDROXIETILAMIDO, CLORETO DE SÓDIO, CLORETO DE POTÁSSIO, cloreto de cálcio diidratado, CLORETO DE MAGNÉSIO HEXAIDRATADO, ACETATO DE SÓDIO TRIIDRATADO;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA
PLASMIN;Específico;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS;HIDROXIETILAMIDO;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA
VOLUVEN 6%;Específico;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS;HIDROXIETILAMIDO;FRESENIUS KABI BRASIL LTDA
MENTALOL;Específico;UNGUENTOS PERCUTANEOS E INALANTES;MENTOL, CÂNFORA, EUCALIPTO;1FARMA INDUSTRIA FARMACEUTICA LTDA
VICK VAPORUB;Específico;UNGUENTOS PERCUTANEOS E INALANTES;LEVOMENTOL, CÂNFORA, Eucalipto;PROCTER & GAMBLE DO BRASIL LTDA.
YOMAX;Específico;VASODILATADORES PERIFERICOS;CLORIDRATO DE IOIMBINA;APSEN FARMACEUTICA S/A
HIPOVIT B;Específico;VITAMINA B1 (MONODROGA);CLORIDRATO DE TIAMINA;HIPOLABOR FARMACEUTICA LTDA
DOZEMAST TRIO;Específico;VITAMINA B1 EM ASSOCIAÇÃO COM VITAMINAS B6 E/OU B12;MECOBALAMINA, NITRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA;MARJAN INDÚSTRIA E COMÉRCIO LTDA
TIPICI;Específico;VITAMINA B1 EM ASSOCIAÇÃO COM VITAMINAS B6 E/OU B12;CLORIDRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA;LABORATÓRIO TEUTO BRASILEIRO S/A
AMICORED;Específico;VITAMINA B12 (CIANOCOBALAMINA E ANÁLOGOS);CIANOCOBALAMINA;VASCONCELOS INDUSTRIA FARMACEUTICA E COMERCIO LTDA
ALTAD CAPS;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;EUROFARMA LABORATORIOS S.A.
DECOLE CAPS;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
DEFORCE;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;ZYDUS NIKKHO FARMACÊUTICA LTDA
DEFULL;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;BRASTERAPICA PHARMACEUTICA LTDA.
DELUMI;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A
DELUMI;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A
DÊLUX;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;1FARMA INDUSTRIA FARMACEUTICA LTDA
DEMI-D;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;FARMOQUÍMICA S/A
DPHAR;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.
DPREV;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
DPREV CAPS;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
DPREV GOTAS;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
DVITERD3;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;NATULAB LABORATORIO S.A
DVITTA;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;PRATI DONADUZZI & CIA LTDA
GRAN-D;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
INPRUV D;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;APSEN FARMACEUTICA S/A
INVIT D3;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;LABORATORIO TIARAJU ALIMENTOS E COSMETICOS S/A
KOLI D3;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;EMS SIGMA PHARMA LTDA
MILDÊ;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;LABORATÓRIO GROSS S. A.
OHDE CAPS;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;EUROFARMA LABORATORIOS S.A.
PLEX-D3 VITAMIN;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;KLEY HERTZ FARMACEUTICA S.A
SANY D;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
SANY D CAPS;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
SOF D;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;ABBOTT LABORATÓRIOS DO BRASIL LTDA
TRESDÊ;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;ALTHAIA S.A. INDUSTRIA FARMACEUTICA
TRYNDÊ;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;ALTHAIA S.A. INDUSTRIA FARMACEUTICA
VIT. BIO D;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
VIT. D SOLEIL;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
VIT. D SOLEIL CAPS;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
VITAMINA D CIMED;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;CIMED INDUSTRIA S.A
VITAMINA D3;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA
VITAMINA D3;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;EUROFARMA LABORATORIOS S.A.
VITAMINA D3;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;PRATI DONADUZZI & CIA LTDA
VITAMINA D3;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;ALTHAIA S.A. INDUSTRIA FARMACEUTICA
VITDERA D3;Específico;VITAMINA D E ANÁLOGOS;COLECALCIFEROL;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA
ESKAVIT;Específico;VITAMINA K SIMPLES OU EM ASSOCIACOES MEDICAMENTOSAS;FITOMENADIONA;HIPOLABOR FARMACEUTICA LTDA
INPRUV D K;Específico;VITAMINA K SIMPLES OU EM ASSOCIACOES MEDICAMENTOSAS;COLECALCIFEROL, MENAEPTENONA;APSEN FARMACEUTICA S/A
KAVIT;Específico;VITAMINA K SIMPLES OU EM ASSOCIACOES MEDICAMENTOSAS;FITOMENADIONA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
VIKATRON;Específico;VITAMINA K SIMPLES OU EM ASSOCIACOES MEDICAMENTOSAS;FITOMENADIONA;BLAU FARMACÊUTICA S.A.
ASPARGIL C;Específico;VITAMINAS;ÁCIDO ASCÓRBICO, ASPARTATO DE ARGININA;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
VITAMINA D;Específico;VITAMINAS;COLECALCIFEROL;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
ACESYL;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;CLORIDRATO DE TIAMINA;VASCONCELOS INDUSTRIA FARMACEUTICA E COMERCIO LTDA
BENEUM;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;CLORIDRATO DE TIAMINA;LABORATÓRIO TEUTO BRASILEIRO S/A
COMB ISO;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;FERRIPOLIMALTOSE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
DEXFER;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;FERRIPOLIMALTOSE;EUROFARMA LABORATORIOS S.A.
FAR-MANGUINHOS VITAMINA A;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;PALMITATO DE RETINOL;FUNDAÇÃO OSWALDO CRUZ
FERRIPOLIMALTOSE;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;FERRIPOLIMALTOSE;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
MYRAFER;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;FERRIPOLIMALTOSE;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
PAMFER;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;FERRIPOLIMALTOSE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
REFORGAN;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;ASPARTATO DE L-ARGININA;ZYDUS NIKKHO FARMACÊUTICA LTDA
UNI-Z;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;SULFATO DE ZINCO HEPTAIDRATADO;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
UNIZINCO;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;SULFATO DE ZINCO HEPTAIDRATADO;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
VITAMINA C INJETÁVEL;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;ÁCIDO ASCÓRBICO;FARMACE INDÚSTRIA QUÍMICO
VITERGYL ZINCO;Específico;VITAMINAS E SUPLEMENTOS MINERAIS;ÁCIDO ASCÓRBICO, GLICONATO DE ZINCO;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
CAMOMILINA C;Específico;VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS;MATRICARIA CHAMOMILLA L., GLYCYRRHIZA GLABRA L., ÁCIDO ASCÓRBICO, COLECALCIFEROL;THERASKIN FARMACEUTICA LTDA.
